key,bid,ask,strike,itype,adjtheor,ivbid,ivask,ivaverage,pos.position,pos.startofdaypos,pos.premium,pos.price,pos.marketvalue,utotal.premium,utotal.yesterdaypl,price_source,midpoint_price,expiry_date,bloomberg_symbol,vtexp,calc_vol,implied_vol,delta_F,delta_y,gamma_F,gamma_y,vega_price,vega_y,theta_F,volga_price,vanna_F_price,charm_F,speed_F,color_F,ultima,zomma,greek_calc_success,greek_calc_error,model_version
XCME.ZN.SEP25,110.8125,110.828125,,F,,,,,1000,1000,0.0,110.8203125,110820312.5,22.227,111023665.273,calculated,110.8203125,SEP25,,,0.0,0.0,63.0,3.969,0.0042,1.66698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,futures_hardcoded
XCME.ZN2.11JUL25.110:25.C,,,110.25,C,0.5703197,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5703197,11JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN2.11JUL25.110:5.C,,,110.5,C,0.3213117,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3213117,11JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN2.11JUL25.110:75.C,,,110.75,C,0.1019278,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1019278,11JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN2.11JUL25.111.C,,,111.0,C,0.0099335,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0099335,11JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN2.11JUL25.111:25.C,,,111.25,C,0.0003244,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0003244,11JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000324 below minimum safeguard 0.001953,
XCME.VY2.14JUL25.110:25.C,,,110.25,C,0.5722183,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.5722183,14JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY2.14JUL25.110:5.C,,,110.5,C,0.3352916,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3352916,14JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY2.14JUL25.110:75.C,,,110.75,C,0.1454904,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1454904,14JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY2.14JUL25.111.C,,,111.0,C,0.0428623,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0428623,14JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY2.14JUL25.111:25.C,,,111.25,C,0.009217,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.009217,14JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.WY3.16JUL25.110:25.C,,,110.25,C,0.609991,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.609991,16JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.WY3.16JUL25.110:5.C,,,110.5,C,0.4151076,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.4151076,16JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.WY3.16JUL25.110:75.C,,,110.75,C,0.2610825,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.2610825,16JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.WY3.16JUL25.111.C,,,111.0,C,0.1502892,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1502892,16JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.WY3.16JUL25.111:25.C,,,111.25,C,0.0788703,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0788703,16JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN3.18JUL25.110:25.C,,,110.25,C,0.6484704,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.6484704,18JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN3.18JUL25.110:5.C,,,110.5,C,0.4683048,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.4683048,18JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN3.18JUL25.110:75.C,,,110.75,C,0.3222103,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.3222103,18JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN3.18JUL25.111.C,,,111.0,C,0.2097249,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.2097249,18JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN3.18JUL25.111:25.C,,,111.25,C,0.1287564,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1287564,18JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY3.21JUL25.110:25.C,,,110.25,C,,524.0124849,555.6114575,539.9177118,0,0,0.0,,,22.227,111023665.273,missing,,21JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY3.21JUL25.110:5.C,,,110.5,C,,505.0234487,559.1456654,532.1872835,0,0,0.0,,,22.227,111023665.273,missing,,21JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY3.21JUL25.110:75.C,,,110.75,C,,519.1820537,569.6496493,544.4158515,0,0,0.0,,,22.227,111023665.273,missing,,21JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY3.21JUL25.111.C,,,111.0,C,,533.835931,559.5138869,546.681609,0,0,0.0,,,22.227,111023665.273,missing,,21JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY3.21JUL25.111:25.C,,,111.25,C,,525.8804605,582.7306601,554.4856666,0,0,0.0,,,22.227,111023665.273,missing,,21JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN2.11JUL25.110:25.P,,,110.25,P,7.2e-06,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,7.2e-06,11JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.000007 below minimum safeguard 0.001953,
XCME.ZN2.11JUL25.110:5.P,,,110.5,P,0.0010042,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0010042,11JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.001004 below minimum safeguard 0.001953,
XCME.ZN2.11JUL25.110:75.P,,,110.75,P,0.031616,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.031616,11JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN2.11JUL25.111.P,,,111.0,P,0.1896215,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.1896215,11JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.ZN2.11JUL25.111:25.P,,,111.25,P,0.4300119,,,,100,100,-1.7,0.4296875,42968.75,22.227,111023665.273,adjtheor,0.4300119,11JUL25,,,,,,,,,,,,,,,,,,,False,'<=' not supported between instances of 'NoneType' and 'int',
XCME.VY2.14JUL25.110:25.P,,,110.25,P,0.0019058,,,,0,0,0.0,,,22.227,111023665.273,adjtheor,0.0019058,14JUL25,,,,,,,,,,,,,,,,,,,False,Market price 0.001906 below minimum safeguard 0.001953,
