Expiration,Value,UPrice,-3,-2.75,-2.5,-2.25,-2,-1.75,-1.5,-1.25,-1,-0.75,-0.5,-0.25,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
XCME.ZN,ab_T,110.203,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417
XCME.ZN,ab_Vol,110.203,12.62960,11.62163,10.64517,9.73420,8.92183,8.24026,7.72075,7.39339,7.25063,7.21636,7.21719,7.21013,7.16731,7.11667,7.10935,7.19901,7.44091,7.86127,8.43543,9.13406,9.92856,10.79109,11.69453,12.61255,13.52809
XCME.ZN,ab_sCall,110.203,4.30328,4.24855,4.31126,4.64489,5.51757,7.49560,11.90458,21.88036,43.47197,84.55155,152.59957,252.93610,387.55642,556.64804,756.55932,979.50084,1216.59834,1460.86355,1708.26718,1957.04596,2206.46225,2456.19125,2706.07322,2956.01666,3205.97633
XCME.ZN,ab_sPut,110.203,2801.17828,2551.12355,2301.18626,2051.51989,1802.39257,1554.37060,1308.77958,1068.75536,840.34697,631.42655,449.47457,299.81110,184.43142,103.52304,53.43432,26.37584,13.47334,7.73855,5.14218,3.92096,3.33725,3.06625,2.94822,2.89166,2.85133
w/o first,ab_sDeltaPathCallPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_sDeltaPathPutPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_sDeltaPathDV01Call,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_sDeltaPathDV01Put,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_sGammaPathDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_VegaDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_Theta,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_F,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_K,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_R,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_T,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_Vol,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_sCall,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
w/o first,ab_sPut,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13JUN25,ab_sDeltaPathCallPct,110.203,-0.00031,-0.00007,0.00067,0.00217,0.00516,0.01148,0.02576,0.05828,0.11988,0.21379,0.33434,0.46946,0.60815,0.74211,0.85174,0.92561,0.96646,0.98506,0.99308,0.99669,0.99843,0.99930,0.99970,0.99982,0.99986
13JUN25,ab_sDeltaPathPutPct,110.203,-1.00031,-1.00007,-0.99933,-0.99783,-0.99484,-0.98852,-0.97424,-0.94172,-0.88012,-0.78621,-0.66566,-0.53054,-0.39185,-0.25789,-0.14826,-0.07439,-0.03354,-0.01494,-0.00692,-0.00331,-0.00157,-0.00070,-0.00030,-0.00018,-0.00014
13JUN25,ab_sDeltaPathDV01Call,110.203,-0.01943,-0.00417,0.04200,0.13681,0.32524,0.72358,1.62314,3.67266,7.55425,13.47162,21.06786,29.58242,38.32186,46.76351,53.67181,58.32641,60.90079,62.07234,62.57788,62.80574,62.91524,62.96978,62.99500,63.00238,63.00513
13JUN25,ab_sDeltaPathDV01Put,110.203,-63.03343,-63.01817,-62.97200,-62.87719,-62.68876,-62.29042,-61.39086,-59.34134,-55.45975,-49.54238,-41.94614,-33.43158,-24.69214,-16.25049,-9.34219,-4.68759,-2.11321,-0.94166,-0.43612,-0.20826,-0.09876,-0.04422,-0.01900,-0.01162,-0.00887
13JUN25,ab_sGammaPathDV01,110.203,0.02275,0.02825,0.03768,0.05384,0.08762,0.16654,0.35571,0.74970,1.26229,1.73994,2.09361,2.19900,2.23762,2.00324,1.49038,0.90759,0.45813,0.20867,0.10346,0.05955,0.04009,0.03039,0.02475,0.02181,0.02159
13JUN25,ab_VegaDV01,110.203,0.00061,0.00250,0.00902,0.02849,0.07883,0.19109,0.40578,0.75481,1.22992,1.75555,2.19507,2.40426,2.30681,1.93883,1.42747,0.92064,0.52013,0.25741,0.11160,0.04238,0.01410,0.00411,0.00105,0.00023,0.00005
13JUN25,ab_Theta,110.203,0.00728,0.03378,0.13271,0.44467,1.27914,3.17567,6.83404,12.79352,20.89016,29.81706,37.25642,40.78934,39.14406,32.92202,24.24923,15.62216,8.78668,4.30362,1.82975,0.67260,0.21269,0.05752,0.01320,0.00255,0.00041
13JUN25,ab_F,110.203,107.20313,107.45313,107.70313,107.95313,108.20313,108.45313,108.70313,108.95313,109.20313,109.45313,109.70313,109.95313,110.20313,110.45313,110.70313,110.95313,111.20313,111.45313,111.70313,111.95313,112.20313,112.45313,112.70313,112.95313,113.20313
13JUN25,ab_K,110.203,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000,110.00000
13JUN25,ab_R,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13JUN25,ab_T,110.203,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417,3.35417
13JUN25,ab_Vol,110.203,12.62960,11.62163,10.64517,9.73420,8.92183,8.24026,7.72075,7.39339,7.25063,7.21636,7.21719,7.21013,7.16731,7.11667,7.10935,7.19901,7.44091,7.86127,8.43543,9.13406,9.92856,10.79109,11.69453,12.61255,13.52809
13JUN25,ab_sCall,110.203,4.30328,4.24855,4.31126,4.64489,5.51757,7.49560,11.90458,21.88036,43.47197,84.55155,152.59957,252.93610,387.55642,556.64804,756.55932,979.50084,1216.59834,1460.86355,1708.26718,1957.04596,2206.46225,2456.19125,2706.07322,2956.01666,3205.97633
13JUN25,ab_sPut,110.203,2801.17828,2551.12355,2301.18626,2051.51989,1802.39257,1554.37060,1308.77958,1068.75536,840.34697,631.42655,449.47457,299.81110,184.43142,103.52304,53.43432,26.37584,13.47334,7.73855,5.14218,3.92096,3.33725,3.06625,2.94822,2.89166,2.85133
16JUN25,ab_sDeltaPathCallPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_sDeltaPathPutPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_sDeltaPathDV01Call,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_sDeltaPathDV01Put,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_sGammaPathDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_VegaDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_Theta,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_F,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_K,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_R,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_T,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_Vol,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_sCall,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16JUN25,ab_sPut,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_sDeltaPathCallPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_sDeltaPathPutPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_sDeltaPathDV01Call,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_sDeltaPathDV01Put,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_sGammaPathDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_VegaDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_Theta,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_F,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_K,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_R,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_T,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_Vol,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_sCall,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUN25,ab_sPut,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_sDeltaPathCallPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_sDeltaPathPutPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_sDeltaPathDV01Call,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_sDeltaPathDV01Put,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_sGammaPathDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_VegaDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_Theta,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_F,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_K,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_R,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_T,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_Vol,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_sCall,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18JUN25,ab_sPut,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_sDeltaPathCallPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_sDeltaPathPutPct,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_sDeltaPathDV01Call,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_sDeltaPathDV01Put,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_sGammaPathDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_VegaDV01,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_Theta,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_F,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_K,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
JUL25,ab_R,110.203,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
